crew,return,title,release_date,budget,revenue
Jay Mohr,0,Jay Mohr: Funny for a Girl,2012-09-08,0.0,0.0
Andrzej Krakowski,0,Looking for Palladin,2008-03-05,0.0,0.0
Peter Cheung,0,Witch from Nepal,1986-02-27,0.0,0.0
Michael Rossato-Bennett,0,Alive Inside,2014-01-18,0.0,0.0
Jeremiah Zagar,0,Captivated: The Trials of Pamela Smart,2014-01-17,0.0,0.0
Ben Cotner,0,The Case Against 8,2014-06-06,0.0,0.0
Ross Kauffman,0,E-Team,2014-01-18,0.0,0.0
Stephanie Soechtig,0,Fed Up,2014-05-09,0.0,0.0
Brian Knappenberger,0,The Internet's Own Boy: The Story of Aaron Swartz,2014-06-27,0.0,48911.0
Rusty Cundieff,2.0,Tales from the Hood,1995-05-24,6000000.0,12000000.0
Andrew Rossi,0,Ivory Tower,2014-06-13,0.0,0.0
Jeffrey Radice,0,No No: A Dockumentary,2014-01-20,0.0,0.0
Jesse Moss,0,The Overnighters,2014-10-10,0.0,0.0
Nathan Halpern,0,Rich Hill,2014-01-19,0.0,0.0
Edet Belzberg,0,Watchers of the Sky,2014-01-20,0.0,0.0
Allison Schulnik,0,Eager,2014-04-13,0.0,0.0
Nancy Schafer,0,The Battered Bastards of Baseball,2014-01-20,0.0,0.0
Maryse Alberti,0,Finding Fela,2014-08-01,0.0,0.0
Ken Speed,0,Deadline,2009-01-01,0.0,0.0
Andrew Macdonald,0,Far from the Madding Crowd,2015-04-23,0.0,30229977.0
Jackie Chan,0,Mr. Canton and Lady Rose,1989-06-15,0.0,0.0
Dan Swietlik,0,Happy Valley,2014-11-14,0.0,0.0
James D. Cooper,0,Lambert & Stamp,2015-04-03,0.0,0.0
Rory Kennedy,0,Last Days in Vietnam,2014-09-05,0.0,161.0
Steve James,0,Life Itself,2014-07-04,0.0,0.0
Greg Whiteley,0,Mitt,2014-01-17,0.0,0.0
Michael Hearst,0,To Be Takei,2014-08-22,0.0,0.0
Tatsuo Satō,0,Cat Soup,2001-02-21,0.0,0.0
Göran Olsson,0,Concerning Violence,2014-01-17,0.0,0.0
Junichi Sato,0,Junkers Come Here,1995-03-18,0.0,0.0
Max Richter,0,The Green Prince,2014-01-16,0.0,0.0
Alexandru Solomon,0,Great Communist Bank Robbery,2004-05-10,0.0,0.0
Thomas Balmès,0,Happiness,2014-01-17,0.0,0.0
Maxim Pozdorovkin,0,The Notorious Mr. Bout,2014-01-17,0.0,0.0
Alan Mehrez,0,Bloodsport II,1996-03-01,0.0,684351.0
Randy Miller,0,The Willies,1990-12-27,0.0,0.0
Dennis Wise,0.0,Adolf Hitler: The Greatest Story Never Told,2013-01-27,5000.0,0.0
Vladimir Toropchin,0,Ivan Tsarevich & the Grey Wolf 2,2013-12-26,0.0,18315000.0
Patrick Meaney,0.0,The Image Revolution,2013-11-21,50000.0,0.0
Fritz Genschow,0,Der Struwwelpeter,1955-01-23,0.0,0.0
Mary Selway,0,Wuthering Heights,1992-10-16,0.0,0.0
Yngve Sæther,0,I'm the One You Want,2014-06-13,0.0,0.0
Hubertus Siegert,0,Berlin Babylon,2001-09-27,0.0,0.0
Errol Morris,0,"Fast, Cheap & Out of Control",1997-10-03,0.0,832735.0
Walter Murch,22.954545454545453,Ghost,1990-07-12,22000000.0,505000000.0
Patton Oswalt,0,Patton Oswalt: Tragedy Plus Comedy Equals Time,2014-01-17,0.0,0.0
Bobcat Goldthwait,0,Morgan Murphy: Irish Goodbye,2014-01-21,0.0,0.0
Charles Bennett,0,Night of the Demon,1957-12-17,0.0,0.0
Joseph Fields,0,Flower Drum Song,1961-11-09,0.0,0.0
Alfredo De Villa,0,Washington Heights,2002-05-22,0.0,156021.0
Sam Leavitt,0,Evil Roy Slade,1972-02-18,0.0,0.0
Jaak Boon,0,Pauline & Paulette,2001-06-27,0.0,0.0
Tommy Chong,0.0,Far Out Man,1990-05-11,500000.0,0.0
Mark Johnson,0,Ballast,2008-01-19,0.0,0.0
Martin Bregman,0,The Four Seasons,1981-05-22,0.0,0.0
Naoki Urasawa,0,20th Century Boys - Chapter 2: The Last Hope,2009-01-30,0.0,0.0
Bill Hicks,0,Bill Hicks: Revelations,1993-05-27,0.0,0.0
Andy Hurst,0,Are You Scared?,2006-09-12,0.0,0.0
Ronnie Screwvala,0,Unnaipol Oruvan,2009-09-18,0.0,0.0
David Beilinson,0,Who Took Johnny,2014-01-17,0.0,0.0
Victor Du Bois,0,Camp Takota,2014-02-14,0.0,0.0
Alan Poon,0,Copenhagen,2014-10-03,0.0,0.0
Jeremy Cheung,0,Kung Fu Chefs,2009-02-19,0.0,0.0
Lazar Stojanović,0,Plastic Jesus,1971-01-01,0.0,0.0
Martin McDonagh,0.0,Six Shooter,2004-01-01,200000.0,0.0
Menahem Golan,0,Over the Brooklyn Bridge,1984-03-02,0.0,0.0
Valerie Breiman,0,Love & Sex,2000-01-24,0.0,0.0
,0,Thomas Pynchon: A Journey Into the Mind of P.,2003-05-02,0.0,0.0
Robert Rodriguez,0.7243127,Shorts,2009-08-21,40000000.0,28972508.0
Claudia Llosa,0.00663575,Aloft,2014-02-12,8000000.0,53086.0
Rudy De Luca,0,Transylvania 6-5000,1985-11-08,0.0,0.0
Nat Christian,0,Club Fed,1990-08-09,0.0,0.0
David Shire,0.17554252,Beyond a Reasonable Doubt,2009-02-05,25000000.0,4388563.0
Stuart A. Goldman,0,Senior Week,1988-08-01,0.0,0.0
Arvo Pärt,0,The Banishment,2007-06-01,0.0,0.0
Leslie Stevens,0,Private Property,1960-01-20,0.0,0.0
Nanette Burstein,0,The Price of Gold,2014-01-16,0.0,0.0
David Haig,0,My Boy Jack,2007-11-11,0.0,0.0
Michael Winterbottom,0.05785714285714286,Jude,1996-02-06,7000000.0,405000.0
Kief Davidson,0.0,A LEGO Brickumentary,2015-07-31,650000.0,0.0
H. Bruce Humberstone,0,Charlie Chan at the Olympics,1937-05-21,0.0,0.0
John O'Hagan,0,Wonderland,1997-10-17,0.0,0.0
Tom Logan,0,Dream Trap,1990-01-01,0.0,0.0
Randy Manis,0,Awesome; I Fuckin' Shot That!,2006-03-31,0.0,0.0
Amir Valinia,0.0,Mutants,2008-10-31,4000000.0,0.0
David Sandberg,0.0,Kung Fury,2015-05-22,630019.0,0.0
Bob Kane,0,Son of Batman,2014-04-20,0.0,0.0
Todd Louiso,0,The Marc Pease Experience,2009-08-21,0.0,0.0
,0,The Secret Pact,2001-07-16,0.0,0.0
Jane Feinberg,0,The Stepfather,1987-01-22,0.0,0.0
Tom Fernández,0,"Pancho, el perro millonario",2014-06-06,0.0,2483130.0
Hans Herbots,0,The Treatment,2014-01-29,0.0,0.0
Wojciech Smarzowski,0.0,The Mighty Angel,2014-01-17,2100000.0,0.0
Georges Delerue,0,Our Mother's House,1967-10-09,0.0,0.0
Rocco Urbisci,0,George Carlin: Doin' it Again,1990-03-23,0.0,0.0
George Carlin,0,George Carlin: Jammin' in New York,1992-04-24,0.0,0.0
Maarten Treurniet,0,Kenau,2014-03-06,0.0,0.0
Vinil Mathew,0,"She Smiles, She’s Snared!",2014-02-07,0.0,0.0
Bradford May,0,A Kiss at Midnight,2008-12-26,0.0,0.0
Rafal Zielinski,0,Screwballs,1983-04-01,0.0,0.0
T.J. Särkkä,0,Blue Week,1954-02-26,0.0,0.0
Nick Gomez,0.9641995,Drowning Mona,2000-03-03,16000000.0,15427192.0
Irving Brecher,0,Bye Bye Birdie,1963-04-04,0.0,0.0
Sanne Vogel,0,Heart Street,2014-03-13,0.0,0.0
Christian Poveda,0,The Crazy Life,2008-09-20,0.0,0.0
Hirokazu Koreeda,0,Nobody Knows,2004-08-07,0.0,0.0
Richard Vane,0,Komodo,1999-01-01,0.0,0.0
Glenn Chandler,0,Deadly Advice,1994-01-21,0.0,0.0
Scott Kuzio,0,Listen Up Philip,2014-10-17,0.0,0.0
Giancarlo Volpe,0,JLA Adventures: Trapped in Time,2014-01-21,0.0,0.0
Zalman King,0,Pleasure or Pain,2013-10-22,0.0,0.0
,0,The Unknown Woman,2011-02-04,0.0,0.0
Stefan Scaini,0.0,Anne Of Green Gables: The Continuing Story,2000-07-23,1100000.0,0.0
,0,Smokers,2008-03-24,0.0,0.0
David S. Cass Sr.,0,Love Finds A Home,2009-04-11,0.0,0.0
Nicholas Jasenovec,1.296971,Paper Heart,2009-07-31,1000000.0,1296971.0
Dan Schaffer,0,The Scribbler,2014-09-19,0.0,0.0
Ice Cube,0.0009069,Janky Promoters,2009-10-16,10000000.0,9069.0
Peter Bogdanovich,22.41,The Last Picture Show,1971-10-03,1300000.0,29133000.0
Barbra Streisand,0.0,The Mirror Has Two Faces,1996-11-15,42000000.0,0.0
Lyle R. Wheeler,0,The Sun Also Rises,1957-08-23,0.0,0.0
Deborah Kaplan,1.5748669473684211,Leap Year,2010-01-08,19000000.0,29922472.0
Andrea Tonacci,0,Eye for an Eye,1966-03-18,0.0,0.0
Robert Duvall,5.637491142857143,Crazy Heart,2009-12-16,7000000.0,39462438.0
Tetsuya Nakashima,0,The World of Kanako,2014-07-04,0.0,0.0
Michael Maren,0,A Short History of Decay,2014-05-16,0.0,0.0
Rafael Eisenman,0,Teen Witch,1989-04-28,0.0,27843.0
John Herzfeld,0.0,Reach Me,2014-03-14,5000000.0,0.0
Roald Dahl,1.3333333333333333,Willy Wonka & the Chocolate Factory,1971-06-29,3000000.0,4000000.0
Pierre De Clercq,0,Halfweg,2014-02-26,0.0,0.0
Marius Balchunas,0,Love and the City 3,2013-12-31,0.0,0.0
Matthew Robbins,0,The Concert,2009-09-01,0.0,0.0
Grzegorz Królikiewicz,0,Through and Through,1973-05-11,0.0,0.0
,0,Dangerous Liaisons,2003-08-26,0.0,0.0
Hyun-jung Shim,0,Hot Young Bloods,2014-01-22,0.0,0.0
,0,Anubhav,1986-12-19,0.0,0.0
Kasi Lemmons,0,The Caveman's Valentine,2001-01-19,0.0,0.0
Arthur Freed,2.122700021359669,Annie Get Your Gun,1950-05-17,3768785.0,8000000.0
Matti Kassila,0,"Goodbye, Mr. President",1987-01-16,0.0,0.0
Aaron Katz,0,Land Ho!,2014-07-11,0.0,0.0
Rod Lurie,0,Deterrence,2000-03-10,0.0,0.0
Michael Mayer,0,Mortified Nation,2013-11-05,0.0,0.0
George Kirgo,0,Get Christie Love!,1974-01-22,0.0,0.0
Jason M. Fitzpatrick,0,Mile... Mile & A Half,2013-06-01,0.0,0.0
Ron Scalpello,0,Pressure,2015-06-04,0.0,0.0
Ana Lily Amirpour,0.395,A Girl Walks Home Alone at Night,2014-01-19,1000000.0,395000.0
Yann Demange,0,'71,2014-10-10,0.0,1625847.0
Charles Roven,0,Live!,2007-01-01,0.0,0.0
Cleve Hall,0,Camp Dread,2014-04-15,0.0,0.0
Søren Balle,0,The Sunfish,2014-01-27,0.0,0.0
Mark Rydell,0.5800611,For the Boys,1991-11-22,40000000.0,23202444.0
Roger Christian,0,Masterminds,1997-08-22,0.0,0.0
Geir Hartly Andreassen,0,Darling,2007-02-09,0.0,0.0
Paul Quinn,0,This Is My Father,1999-05-07,0.0,0.0
Anders Ek,0,Evil Ed,1995-11-01,0.0,0.0
Uwe Boll,0.0,In the Name of the King III,2013-12-27,3500000.0,0.0
Elem Klimov,0,Come and See,1985-07-01,0.0,0.0
David S. Bouza,0,American Addict,2012-05-18,0.0,0.0
Meir Zarchi,0.0,I Spit on Your Grave,1978-11-02,650000.0,0.0
Takashi Shimizu,0,Kiki's Delivery Service,2014-03-01,0.0,0.0
Charles Huguenot van der Linden,0,Dutch in Seven Lessons,1948-05-07,0.0,0.0
Bernd Eichinger,0,Me and Him,1988-09-14,0.0,0.0
Jeff Lieberman,0,Squirm,1976-07-30,0.0,0.0
,0,Prem Mhanje Prem Mhanje Prem Asta,2013-12-21,0.0,0.0
Mark Franchetti,0,The Condemned,2013-06-27,0.0,0.0
Marina Razbezhkina,0,Harvest Time,2004-06-25,0.0,0.0
Deirdre Bowen,0,Saint Ralph,2004-09-11,0.0,0.0
John Huston,0.0,The Bible: In the Beginning...,1966-09-28,18000000.0,0.0
Jean-Claude Carrière,0,Borsalino,1970-05-19,0.0,3.0
Masakatsu Takagi,0,The Kingdom of Dreams and Madness,2013-11-16,0.0,0.0
Noah Baumbach,0.7587485,While We're Young,2015-04-03,10000000.0,7587485.0
Hiroaki Ando,0,Short Peace,2013-07-20,0.0,0.0
Isabel Coixet,0,Another Me,2013-11-15,0.0,0.0
Alain Poiré,0,Crooks in Clover,1963-11-27,0.0,0.0
Daniela Féjerman,0,Seven Minutes,2009-06-12,0.0,0.0
Andreas Marschall,0,German Angst,2015-01-24,0.0,0.0
Jean-Paul Hurier,0.0,Junior,2014-03-12,8358460.0,0.0
Henry Levin,0,The Mating of Millie,1948-03-08,0.0,0.0
Tony Okun,0,Time in the Minors,2010-11-01,0.0,0.0
Ennio Morricone,0,I as in Icarus,1979-12-12,0.0,0.0
Clay Glen,0,A Second Chance,2013-01-01,0.0,0.0
Patricia Heaton,2.0859414,Moms' Night Out,2014-03-25,5000000.0,10429707.0
Philippe Mora,0,Burning Down the House,2001-02-07,0.0,0.0
Howard Deutch,0.35422105555555555,Article 99,1992-03-13,18000000.0,6375979.0
Claude Zidi,0,This Man Must Die,1969-09-04,0.0,0.0
William A. Graham,0,"Congratulations, It's a Boy!",1971-09-22,0.0,0.0
Mario Muñoz,0,Under the Salt,2008-10-17,0.0,0.0
Weston Drury Jr.,0,An Alligator Named Daisy,1955-12-13,0.0,0.0
Katie Ford,0,Mary and Rhoda,2000-02-07,0.0,0.0
O. Nicholas Brown,0,Griffin and Phoenix,1976-02-27,0.0,0.0
Ken Annakin,0,Three Men in a Boat,1956-12-23,0.0,0.0
Pascal Caucheteux,0,WTF,2014-03-05,0.0,0.0
Claude Chabrol,0,Madame Bovary,1991-04-03,0.0,1942423.0
Hans Petter Moland,0.0,In Order of Disappearance,2014-02-21,4161012.0,0.0
Tomas Alfredson,0,Four Shades of Brown,2004-01-25,0.0,0.0
Jeremy Garelick,3.46956,The Wedding Ringer,2015-01-16,23000000.0,79799880.0
Debra Zane,0.0,The Last Seduction,1994-05-26,2500000.0,0.0
Imtiaz Ali,0,Highway,2014-02-20,0.0,0.0
Brunello Rondi,0,I prosseneti,1976-04-28,0.0,0.0
Ted Post,0,Dr. Cook's Garden,1971-01-19,0.0,0.0
Shogo Yabuuchi,0,ファンタスティポ,2005-02-10,0.0,0.0
Ford Beebe,0,The Lion Hunters,1951-03-25,0.0,0.0
Joe Scully,0,Thief,1971-10-09,0.0,0.0
Ford Beebe,0,Bomba and the Jungle Girl,1952-12-07,0.0,0.0
Christopher Frank,0,Year of the Jellyfish,1984-11-14,0.0,0.0
William Austin,0,Here Come the Marines,1952-06-29,0.0,0.0
Arthur Conan Doyle,0,The Hound of the Baskervilles,2000-10-28,0.0,0.0
Ted D. McCord,0,Bullet Scars,1942-03-07,0.0,0.0
Ang Lee,0.380805,Pushing Hands,1992-02-01,400000.0,152322.0
David S. Ward,0,Cannery Row,1982-02-12,0.0,0.0
Carmi Raymundo,0,Bride for Rent,2014-01-15,0.0,0.0
Kevin Munroe,0,Sly Cooper,2017-12-31,0.0,0.0
Brad Osborne,0,Chariot,2013-07-15,0.0,0.0
Guy Hamilton,23.111119428571428,Live and Let Die,1973-07-05,7000000.0,161777836.0
Gabriele Salvatores,0,I'm Not Scared,2003-02-08,0.0,0.0
Vicente Ferraz,0,Road 47,2014-08-01,0.0,0.0
David Michael Latt,0,Jailbait,2014-02-14,0.0,0.0
Charles Bail,0,The Gumball Rally,1976-07-28,0.0,0.0
Hwang Dong-hyuk,0,Miss Granny,2014-01-22,0.0,0.0
Edward Holzman,0,Dangerous Invitations,2002-11-19,0.0,0.0
Adam Vardy,0,Mendy,2003-09-20,0.0,0.0
Louis C.K.,0,Tomorrow Night,1998-01-23,0.0,0.0
T.J. Särkkä,0,The Boys,1962-11-30,0.0,0.0
Sidney J. Furie,0,Sheila Levine is Dead and Living in New York,1975-12-01,0.0,0.0
Andrew Hollander,0,Wrestling with Alligators,1998-01-18,0.0,0.0
Jacqueline Durran,0,Yes,2005-08-05,0.0,0.0
Adam Brooks,0,Almost You,1985-03-29,0.0,0.0
Dylan Kidd,0,P.S.,2004-10-15,0.0,0.0
Brian Stillman,0,Plastic Galaxy: The Story of Star Wars Toys,2014-01-15,0.0,0.0
Anne-Marie Mackay,0,The Girl from Nagasaki,2013-11-11,0.0,0.0
Malik Vitthal,0,Imperial Dreams,2014-01-20,0.0,0.0
Hubert Sauper,0,We Come as Friends,2014-01-18,0.0,0.0
Sophie Barthes,0,Madame Bovary,2015-06-04,0.0,0.0
Georges Delerue,0,Escape from Sobibor,1987-04-12,0.0,0.0
Roger Corman,0,The Masque of the Red Death,1964-06-24,0.0,0.0
Dmitriy Dyachenko,1.759994,Faster than Rabbits,2014-01-01,3000000.0,5279982.0
Robert Mandel,0,Hysteria: The Def Leppard Story,2001-07-18,0.0,0.0
Yôji Yamada,0,Tora-san's Love Call,1971-12-29,0.0,0.0
Rob Reiner,1.4062437222222222,And So It Goes,2014-07-20,18000000.0,25312387.0
Volker Schlöndorff,0,Diplomacy,2014-03-05,0.0,3946880.0
Harry Tugend,0,A Southern Yankee,1948-08-05,0.0,0.0
Carlos Marques-Marcet,0,"10,000 km",2014-05-16,0.0,0.0
Collin Schiffli,0,Animals,2014-05-15,0.0,0.0
Shawn Christensen,0,Before I Disappear,2014-10-11,0.0,8251.0
Sarah-Violet Bliss,0,Fort Tilden,2014-03-08,0.0,0.0
Lucas Joaquin,0,The Heart Machine,2014-10-24,0.0,0.0
Allison Anders,0,I Believe in Unicorns,2014-03-09,0.0,0.0
John Magary,0,The Mend,2014-03-09,0.0,0.0
Julie Goldman,0,The Great Invisible,2014-03-09,0.0,0.0
David Alvarado,0,The Immortalists,2014-03-08,0.0,0.0
Luis Lopez,0,Print the Legend,2014-03-09,0.0,0.0
Heather McIntosh,0,Vessel,2014-03-09,0.0,0.0
Philip Lott,0,Kelly & Cal,2014-03-07,0.0,0.0
Tony Mahony,0,The Mule,2014-03-10,0.0,0.0
Terry McMahon,0,Patrick's Day,2014-03-08,0.0,0.0
Franklin Peterson,0,Sequoia,2014-03-09,0.0,0.0
Karen Moncrieff,0.0,The Trials of Cate McCall,2013-11-28,7000000.0,0.0
Anja Marquardt,0,She's Lost Control,2014-02-09,0.0,0.0
Anne Etheridge,0,Take Care,2014-03-07,0.0,0.0
Matheson Muir,0,Thank You a Lot,2014-03-07,0.0,0.0
Alex R. Johnson,0,Two Step,2015-07-31,0.0,0.0
Simon Helberg,0,We'll Never Have Paris,2014-10-01,0.0,0.0
Carol Lavoie,0,The Echo,2008-05-25,0.0,0.0
Jessica Miller,0,Butterfly Girl,2014-03-10,0.0,0.0
Ben Knight,0,DamNation,2014-03-10,0.0,0.0
Neil Berkeley,0,Harmontown,2014-03-08,0.0,0.0
Leon Gast,0,Manny,2014-12-31,0.0,0.0
Alan Silvestri,0.2708193529411765,Dutch,1991-07-19,17000000.0,4603929.0
Ashley Young,0,Buzzard,2015-03-06,0.0,13684.0
Iva Radivojevic,0,Evaporating Borders,2014-03-11,0.0,0.0
Gerard Johnstone,0,Housebound,2014-09-04,0.0,0.0
Hugh Sullivan,0,The Infinite Man,2014-09-18,0.0,0.0
David Charap,0,The Possibilities Are Endless,2014-03-04,0.0,0.0
Aaron Ryder,0,Premature,2014-07-02,0.0,0.0
Jack Plotnick,0,Space Station 76,2014-09-19,0.0,0.0
Michael James Johnson,0,All the Wilderness,2014-03-09,0.0,0.0
Mike Binder,2.3967987777777777,Black or White,2014-09-06,9000000.0,21571189.0
Florian Habicht,0,"Pulp: a Film About Life, Death & Supermarkets",2014-03-09,0.0,0.0
George Hencken,0,Soul Boys of the Western World,2014-09-30,0.0,0.0
Jerry Harrison,0,Take Me to the River,2014-03-11,0.0,0.0
"Michael ""Gonzo"" Gandsey",0,The Winding Stream,2014-03-15,0.0,0.0
Keva Rosenfeld,0,All American High: Revisited,2014-03-09,0.0,0.0
Paul Morrison,0,Wondrous Oblivion,2004-04-23,0.0,0.0
Kevin Connolly,0,Dear Eleanor,2016-07-05,0.0,0.0
Tom Vaughan,0,Some Kind of Beautiful,2015-07-16,0.0,0.0
Markus Selin,0.0,Hellsinki,2009-01-09,2500000.0,0.0
Bruce Hendricks,0,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008-02-01,0.0,0.0
Javier Gullón,0,In Darkness We Fall,2014-01-24,0.0,0.0
Sergio Caballero,0,The Distance,2014-01-25,0.0,0.0
Curtis Hanson,0,The Silent Partner,1978-09-07,0.0,0.0
Peter Franzén,0.0,Above Dark Waters,2013-09-06,2000000.0,0.0
Ann Goulder,0,Ten Thousand Saints,2015-08-14,0.0,0.0
Baltasar Kormákur,3.6986833454545454,Everest,2015-09-10,55000000.0,203427584.0
Barry Levinson,0.2013776,Rock the Kasbah,2015-10-22,15000000.0,3020664.0
Sami Kettunen,0,Eternal Flame of Gehenna,2011-01-01,0.0,0.0
Hou Hsiao-hsien,0.04216946666666667,The Assassin,2015-08-27,15000000.0,632542.0
Toshiaki Toyoda,0,Crows Explode,2014-04-12,0.0,0.0
Yoshihiro Nakamura,0,The Snow White Murder Case,2014-03-29,0.0,0.0
Borut Krzisnik,0,Landscape No. 2,2009-06-05,0.0,0.0
Adam Deyoe,0,1 Chance 2 Dance,2014-01-21,0.0,0.0
Dan Harris,0.0,Imaginary Heroes,2004-09-14,10000000.0,0.0
Jérôme Deschamps,0,The True Story of Puss 'n Boots,2009-04-01,0.0,0.0
Harshavardhan,0,Manam,2014-05-23,0.0,0.0
Paul Haslinger,0,Gardener of Eden,2007-04-26,0.0,0.0
François-Renaud Labarthe,0,Irma Vep,1996-09-06,0.0,0.0
Larry Bagby,0,The Break-up Artist,2009-08-09,0.0,0.0
Deepak Tijori,0,"Tom, Dick And Harry",2006-05-25,0.0,0.0
,0,Katt Williams: Live,2006-09-26,0.0,0.0
Edward G. Boyle,0,Jack the Giant Killer,1962-05-17,0.0,0.0
Sylvia Anderson,0,Thunderbird 6,1968-08-03,0.0,0.0
Alan Resnick,0.0,Live Forever as You Are Now with Alan Resnick,2013-12-24,750000.0,0.0
Dante Lam,0,That Demon Within,2014-02-08,0.0,0.0
Zach Staenberg,0,Good Kill,2015-04-09,0.0,316472.0
,0,Baton Rouge,1988-10-08,0.0,0.0
Nancy Schreiber,0,And the Oscar Goes To...,2014-02-02,0.0,0.0
Billy Wilder,0.7138730799559815,Ace in the Hole,1951-06-29,1821052.0,1300000.0
Michel Negroponte,0,Methadonia,2005-10-06,0.0,0.0
Pierre-François Limbosch,0,Darling Trap,2014-01-22,0.0,0.0
Kim Chapiron,0,Smart Ass,2014-04-02,0.0,0.0
Mark Griffiths,0,A Cry in the Wild,1990-06-01,0.0,1.0
Walter Rippell,16.9829215,The Secret in Their Eyes,2009-08-13,2000000.0,33965843.0
Daniel Benmayor,0,Paintball,2009-04-24,0.0,0.0
Kazuya Shiraishi,0,The Devil's Path,2013-09-21,0.0,0.0
Pete McCormack,0,The Blue Butterfly,2004-02-20,0.0,0.0
Matt Hish,0,Haunting of the Innocent,2014-02-01,0.0,0.0
Mike de Leon,0,3rd World Hero,2000-02-16,0.0,0.0
James Neilson,0,Night Passage,1957-07-24,0.0,0.0
Tommy Pallotta,0,Last Hijack,2014-04-24,0.0,0.0
Kelly Dolen,0,John Doe: Vigilante,2014-03-21,0.0,0.0
Henry Bumstead,0,Tobruk,1967-02-07,0.0,0.0
Ramin Niami,0,Shirin in Love,2014-03-14,0.0,0.0
Ralph Thomas,0,The 39 Steps,1959-03-13,0.0,0.0
Doug Biro,0,The Greatest Ears in Town: The Arif Mardin Story,2010-06-15,0.0,0.0
Jerry Bruckheimer,0,March or Die,1977-09-08,0.0,0.0
Jerry Goldsmith,0,Matinee,1993-01-29,0.0,9532895.0
Danny Lerner,0,Danger Zone,1996-08-02,0.0,0.0
James L. Brooks,0.6880170875,Spanglish,2004-12-17,80000000.0,55041367.0
Michael Schroeder,0,Cyborg 3: The Recycler,1995-12-19,0.0,0.0
Robert A. Heinlein,0,Destination Moon,1950-06-26,0.0,0.0
Emmanuel de Chauvigny,0,"If You Don't, I Will",2014-03-05,0.0,0.0
Robert Krause,0,Blood Trails,2006-04-20,0.0,0.0
João César Monteiro,0,The Love of the Three Pomegranates,1979-03-10,0.0,0.0
Drew Pearce,0,Marvel One-Shot: All Hail the King,2014-02-04,0.0,0.0
Tennessee Williams,0,Here Without Me,2011-03-12,0.0,0.0
James Newton Howard,2.657004830917874,King Kong,2005-12-14,207000000.0,550000000.0
Ádám Császi,0,Land of Storms,2014-02-08,0.0,0.0
Linus de Paoli,0,The Samurai,2014-02-08,0.0,0.0
CheolGyu Kang,0,The Huntresses,2014-01-29,0.0,0.0
Barry Levinson,0.0,The Humbling,2014-03-26,2000000.0,0.0
Michael Winterbottom,0,The Face of an Angel,2014-09-06,0.0,0.0
Nanni Moretti,0,Dear Diary,1993-10-12,0.0,0.0
Matt Berman,0,The Wedding Pact,2014-02-04,0.0,0.0
Ross Katz,0,Taking Chance,2009-09-21,0.0,0.0
Gregg Champion,0,The Gabby Douglas Story,2014-02-01,0.0,0.0
Ted Tetzlaff,0,Riff-Raff,1947-06-28,0.0,0.0
Daisuke Tengan,0,The Most Beautiful Night In The World,2008-05-24,0.0,0.0
Patrick Hasson,0,Blood Shed,2014-02-05,0.0,0.0
Bruce Berman,4.277189381818181,San Andreas,2015-05-27,110000000.0,470490832.0
Robert Siodmak,0,The Suspect,1944-12-01,0.0,0.0
Craig Monahan,0,Healing,2014-04-03,0.0,0.0
Yi-chi Lien,0,Sweet Alibis,2014-01-17,0.0,0.0
Yannis Economides,0,Stratos,2014-02-11,0.0,0.0
Sherryl Clark,0.0,Fathers and Daughters,2015-10-01,2240000.0,0.0
Nicholas McCarthy,0,At the Devil's Door,2014-03-09,0.0,0.0
Leigh Janiak,0.009318,Honeymoon,2014-09-12,1000000.0,9318.0
Sig De Miguel,0,Late Phases,2014-11-21,0.0,0.0
Malik B. Ali,0,Starry Eyes,2014-07-29,0.0,0.0
Susanne Bier,0.0,A Second Chance,2014-09-09,4700000.0,0.0
Eric Kress,0,The Absent One,2014-10-02,0.0,0.0
Philip Spink,0,Kung Fu Killer,2008-08-17,0.0,0.0
Herbert Wilcox,0,Piccadilly Incident,1946-08-24,0.0,0.0
Yuen Woo-ping,0,Drunken Tai Chi,1984-05-31,0.0,0.0
Kate Freund,0,Our RoboCop Remake,2014-01-26,0.0,0.0
Logan Sekulow,0,As Dreamers Do,2014-05-02,0.0,0.0
Claudio Fäh,0,Coronado,2003-09-25,0.0,0.0
Jiří Barta,0,Club of the Laid Off,1989-01-01,0.0,0.0
Amir Escandari,0,Pixadores,2014-02-01,0.0,0.0
Adam Goldberg,0,I Love Your Work,2003-10-05,0.0,0.0
Carsten Fiebeler,0,Die goldene Gans,2013-12-19,0.0,0.0
Robert Rossen,0,All the King's Men,1949-11-08,0.0,0.0
Ben Wheatley,0,High-Rise,2015-11-22,0.0,346472.0
Boris Grigoryev,0,"Ogaryova Street, Number 6",1980-12-01,0.0,0.0
Lawrence Weingarten,0,Adam's Rib,1949-11-18,0.0,0.0
Boris Grigoryev,0,"Petrovka Street, Number 38",1980-07-28,0.0,0.0
Sergei Parajanov,0,Swan Lake: The Zone,1990-09-12,0.0,0.0
Yorgos Lanthimos,3.91404825,The Lobster,2015-10-08,4000000.0,15656193.0
Umberto Lenzi,0,008: Operation Exterminate,1965-09-03,0.0,0.0
Edward Berger,0,Jack,2014-10-09,0.0,0.0
Wouter Barendrecht,0,The Home Song Stories,2007-02-09,0.0,0.0
Diana Magnus,0,Treed Murray,2001-09-13,0.0,0.0
